day_index,candidate_count,candidate_solve_seconds_sum,max_source_pool_residual
343,15,2.436260350921657,2.2737367544323206e-13
344,15,2.8037248459877446,4.547473508864641e-13
345,15,2.6911789660225622,2.450912736651212e-13
346,15,2.015414024994243,2.77116003755129e-13
347,15,2.5949902640422806,4.547473508864641e-13
348,15,2.6716292079072446,4.547473508864641e-13
349,15,3.190172400092706,3.410605131648481e-13
350,15,2.820723426004406,3.410605131648481e-13
351,15,3.001139171887189,3.410605131648481e-13
352,15,2.6213302320684306,2.2737367544323206e-13
353,15,2.367499638989102,3.410605131648481e-13
354,15,2.879081627179403,3.410605131648481e-13
355,15,3.4647613101406023,3.410605131648481e-13
356,15,2.9760432629846036,4.547473508864641e-13
357,15,3.1644552709767595,4.547473508864641e-13
358,15,3.053710286039859,3.410605131648481e-13
359,15,2.463198555924464,2.2737367544323206e-13
360,15,2.4324542130343616,2.2737367544323206e-13
361,15,2.8083478942280635,3.410605131648481e-13
362,15,3.053651526104659,3.410605131648481e-13
363,15,3.471448367170524,3.410605131648481e-13
